"County Name","District Name","District City","School Name","School Street Address","School City","School State","School Zip","Phone","Fax","Email Address","School Principal","Grade Range","Enrollment"
"BEXAR COUNTY","NEW FRONTIERS CHARTER SCHOOL","SAN ANTONIO","EARLY CHILDHOOD ACADEMY","4018 S PRESA","SAN ANTONIO","TX","78223","(210) 533-3655","(210) 533-5077","moviedo@newfrontierscharter.org","MELISSA OVIEDO   ","'PK-03","263"
"POTTER COUNTY","RICHARD MILBURN ACADEMY (AMARILLO)","MCQUEENEY","RICHARD MILBURN ACADEMY (AMARILLO)","4106 SW 51ST AVE","AMARILLO","TX","79109","(806) 463-2284","(806) 463-2231","mpeters@rma-tx.org","MARK PETERS   ","'09-12","240"
"BEXAR COUNTY","SAN ANTONIO CAN HIGH SCHOOL","DALLAS","SAN ANTONIO CAN H S","325 W 12TH ST","DALLAS","TX","75208","(210) 923-1226","(210) 928-3366","mpeters@texanscan.org","MARK PETERS   ","'09-12","360"
"MCLENNAN COUNTY","RAPOPORT ACADEMY PUBLIC SCHOOL","WACO","PAUL AND JANE MEYER PUBLIC H S","1020 ELM AVE","WACO","TX","76704","(254) 754-2288","(254) 754-8002","mpolk@rapoportacademy.com","DR MATTHEW POLK   ","'09-12","93"
"DALLAS COUNTY","WINFREE ACADEMY CHARTER SCHOOLS","IRVING","WINFREE ACADEMY CHARTER SCHOOL (LEWISVILLE)","6221 RIVERSIDE DR STE 110","IRVING","TX","75067","(214) 222-2200","(214) 222-0201","mquinlan@wacsd.com","MR MIKE QUINLAN   ","'09-12","233"
"HARRIS COUNTY","HOUSTON ISD","HOUSTON","LIBERTY H S","6400 SW FWY STE A","HOUSTON","TX","77074-2213","(713) 458-5555","(713) 458-5567","mrivas@houstonisd.org","MONICO RIVAS   ","'12","244"
"TRAVIS COUNTY","THE EAST AUSTIN COLLEGE PREP ACADEMY","AUSTIN","THE EAST AUSTIN COLLEGE PREP ACADEMY","6002 JAIN LN","AUSTIN","TX","78721","(512) 462-2181","(512) 462-2028","mrocha@eaprep.org","MARISOL ROCHA   ","'06-12","179"
"HARRIS COUNTY","GEORGE I SANCHEZ CHARTER","HOUSTON","GEORGE I SANCHEZ H S","6001 GULF FWY BLDG B3","HOUSTON","TX","77023-5423","(713) 926-1112","(713) 926-1346","mrodriguez@aamainc.us","MR EDUARDO LOPEZ   ","'EE-PK 07-12","662"
"NUECES COUNTY","SEASHORE CHARTER SCHOOLS","CORPUS CHRISTI","SEASHORE LEARNING CENTER","14493 S PADRE IS DR PMB 307","CORPUS CHRISTI","TX","78418","(361) 949-1222","(361) 949-6762","mthompson@seashore.esc2.net","MARIA THOMPSON   ","'KG-04","0"
"TRAVIS COUNTY","UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL","AUSTIN","SETTLEMENT HOME","P O BOX 7667","AUSTIN","TX","78713-7667","(512) 836-2150 ext:147 ","(512) 232-9177","mtoliver@mail.utexas.edu","MAYOLA TOLIVER   ","'KG-12","28"
"WEBB COUNTY","HARMONY SCIENCE ACADEMY - LAREDO","HOUSTON","HARMONY SCIENCE ACADEMY - LAREDO","4401 SAN FRANCISCO AVE","LAREDO","TX","78041","(956) 712-1177","(956) 712-1188","mtunca@harmonytx.org","MR MURAT TUNCA   ","'PK-12","632"
"HIDALGO COUNTY","MIDVALLEY ACADEMY CHARTER DISTRICT","MCALLEN","MIDVALLEY ACADEMY-MCALLEN CHARTER H S","200 N 17TH ST","MCALLEN","TX","78501","(956) 618-2308","(956) 618-2323","mva001@sapicsc.org","ORFELINDA JIMENEZ   ","'09-12","184"
"HIDALGO COUNTY","MIDVALLEY ACADEMY CHARTER DISTRICT","MCALLEN","MIDVALLEY ACADEMY-MERCEDES CHARTER H S","103 E 2ND ST","MERCEDES","TX","78570","(956) 565-5417","(956) 565-8439","mva002@sapicsc.org","ROGELIO HINOJOSA   ","'09-12","80"
"HIDALGO COUNTY","MIDVALLEY ACADEMY CHARTER DISTRICT","MCALLEN","MIDVALLEY ACADEMY-SAN BENITO CHARTER H S","1785 W BUSINESS HWY 77","SAN BENITO","TX","78586","(956) 276-9930","(956) 276-9943","mva003@sapicsc.org","JUAN CAVAZOS JR   ","'09-12","155"
"BEXAR COUNTY","KIPP SAN ANTONIO","SAN ANTONIO","KIPP CAMINO ACADEMY","735 FREDERICKSBURG RD","SAN ANTONIO","TX","78201","(210) 316-3498","(210) 735-7300","mvasquez@kippsa.org","    ","'05-08","105"
"HIDALGO COUNTY","INFORMATION REFERRAL RESOURCE ASSISTANCE INC","MCALLEN","IRRA INC RAYMONDVILLE CENTER","P O BOX 164","MCALLEN","TX","78502","(956) 689-3300","(956) 292-0371","mwood@irra.org","MS MYRNA WOOD   ","'PK-03 09-12","64"
"DALLAS COUNTY","DALLAS COUNTY JUVENILE JUSTICE","DALLAS","DRC CAMPUS","1673 TERRE COLONY COURT","DALLAS","TX","75212","(214) 637-6136","(214) 637-6779","MXMiller@dallascounty.org","MS MARY MCCRADY-MILLER   ","'03-12","55"
"HARRIS COUNTY","ALIEF MONTESSORI COMMUNITY SCHOOL","HOUSTON","ALIEF MONTESSORI COMMUNITY SCHOOL","4215 H ST","HOUSTON","TX","77072-5380","(281) 530-9406","(281) 530-2233","nchieu@aliefmontessori.org","MS NANCY CHIEU   ","'EE-05","242"
"HARRIS COUNTY","AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH","HOUSTON","AMIGOS POR VIDA-FRIENDS FOR LIFE CHARTER SCHOOL","5500 EL CAMINO DEL REY","HOUSTON","TX","77081","(713) 399-9945","(713) 349-0671","ngalindo@amigosporvida.com","NOE GALINDO   ","'PK-08","475"
"UVALDE COUNTY","GABRIEL TAFOLLA ACADEMY","UVALDE","GABRIEL TAFOLLA ACADEMY","P O BOX 1709","UVALDE","TX","78802-1709","(830) 278-1297","(830) 591-1465","ngarcia@ccswts.org","    ","'PK-08","76"
"MCLENNAN COUNTY","RAPOPORT ACADEMY PUBLIC SCHOOL","WACO","AUDRE AND BERNARD RAPOPORT ACADEMY","2000 J J FLEWELLEN","WACO","TX","76704","(254) 799-4191","(254) 799-4525","ngrayson@rapoportacademy.com","BONNIE LUFT   ","'PK-04","170"
"MCLENNAN COUNTY","RAPOPORT ACADEMY PUBLIC SCHOOL","WACO","QUINN CAMPUS PUBLIC MIDDLE SCHOOL","2000 J J FLEWELLEN","WACO","TX","76704","(254) 754-8000","(254) 754-8009","ngrayson@rapoportacademy.com","NANCY GRAYSON   ","'05-08","124"
"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIES","LEWISVILLE","THE MEDIA ARTS ACADEMY","P O BOX 292730","LEWISVILLE","TX","75029","(972) 316-3663","(972) 315-9506","ngrider@responsiveed.com","MS NICOLE GRIDER   ","'09-12","0"
"ECTOR COUNTY","RICHARD MILBURN ACADEMY (ECTOR COUNTY)","MCQUEENEY","RICHARD MILBURN ACADEMY (MIDLAND)","3306 ANDREWS HWY","MIDLAND","TX","79703","(432) 522-7200","(432) 522-5201","nhall@rma-tx.org","    ","'09-12","153"
"ECTOR COUNTY","RICHARD MILBURN ACADEMY (ECTOR COUNTY)","MCQUEENEY","RICHARD MILBURN ALTERNATIVE H S (LUBBOCK)","4902 34TH ST STE 10","LUBBOCK","TX","79410","(806) 740-0811","(806) 740-0804","nhall@rma-tx.org","    ","'09-12","143"
"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIES","LEWISVILLE","THE FOUNDATION SCHOOL FOR AUTISM","P O BOX 292730","LEWISVILLE","TX","75029","(972) 316-3663","(972) 315-9506","nmorris@responsiveed.com","RHEATHA MILLER   ","'PK-12","21"
"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIES","LEWISVILLE","CHAMPIONS ACADEMY","P O BOX 292730","LEWISVILLE","TX","75029","(972) 316-3663","(972) 315-9506","nmorris@responsiveed.com","    ","'KG-02","0"
"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIES","LEWISVILLE","THE FOUNDERS CLASSICAL ACADEMY","P O BOX 292730","LEWISVILLE","TX","75029","(972) 316-3663","(972) 315-9506","nmorris@responsiveed.com","JASON CAROS   ","'KG-12","0"
"HARRIS COUNTY","EXCEL ACADEMY","HOUSTON","BURNETT-BAYLAND HOME","6500 CHIMNEY ROCK","HOUSTON","TX","77081","(713) 222-4583","(713) 222-4563","nora.maciel@hcjpd.hctx.net","NORA MACIEL   ","'03-12","0"
"ECTOR COUNTY","RICHARD MILBURN ACADEMY (ECTOR COUNTY)","MCQUEENEY","RICHARD MILBURN ACADEMY - ECTOR COUNTY","2525 N GRANDVIEW STE 600","ODESSA","TX","79761","(432) 550-7833","(432) 550-7884","nrhall1@aol.com","DELORIS HITTINGER   ","'09-12","179"
"ERATH COUNTY","PREMIER HIGH SCHOOLS","LEWISVILLE","PREMIER H S OF BROWNSVILLE","P O BOX 292730","LEWISVILLE","TX","75029","(956) 550-0084","(956) 554-0890","nsorola@responsiveed.com","    ","'06-12","0"
"HARRIS COUNTY","JAMIE'S HOUSE CHARTER SCHOOL","HOUSTON","JAMIE'S HOUSE CHARTER SCHOOL","P O BOX 711222","HOUSTON","TX","77271","(281) 866-9777","(281) 880-9919","ojhilliard@aol.com","MS JEWEL TEAGLE   ","'06-12","87"
"EL PASO COUNTY","EL PASO ACADEMY","EL PASO","EL PASO ACADEMY","11000 ARGAL CT","EL PASO","TX","79935","(915) 590-8589","(915) 590-0052","ojiminez@elpacademy.com","MS OFELIA JIMINEZ   ","'09-12","235"
"BEXAR COUNTY","CITY CENTER HEALTH CAREERS","SAN ANTONIO","CITY CENTER HEALTH CAREERS","1114 WILLOW","SAN ANTONIO","TX","78208","(210) 255-8265","(210) 255-8270","p.massey@citycenterhc.org","MS PAMELA MASSEY   ","'06-12","123"
"HIDALGO COUNTY","IDEA PUBLIC SCHOOLS","WESLACO","IDEA ACADEMY","401 S 1ST ST","DONNA","TX","78537","(956) 464-0203","(956) 464-8532","pablo.mejia@ideapublicschools.org","PABLO MEJIA   ","'KG-05","626"
"HARRIS COUNTY","FALLBROOK COLLEGE PREPARATORY ACADEMY","HOUSTON","FALLBROOK COLLEGE PREPARATORY ACADEMY","12512 WALTERS RD","HOUSTON","TX","77014","(281) 444-6198","(281) 880-1328","pastormike@fallbrookchurch.com","    ","'KG-12","0"
"GALVESTON COUNTY","AMBASSADORS PREPARATORY ACADEMY","GALVESTON","AMBASSADORS PREPARATORY ACADEMY","5001 AVE U","GALVESTON","TX","77551-1866","(409) 762-6795","(406) 762-3903","pawill@sbcglobal.net","DR PAT WILLIAMS   ","'EE-06","283"
"NUECES COUNTY","RICHARD MILBURN ALTER HIGH SCHOOL (CORPUS CHRISTI)","MCQUEENEY","RICHARD MILBURN ALTER H S (CORPUS CHRISTI)","3875 1/2 S STAPLES","CORPUS CHRISTI","TX","78411","(361) 225-4424","(361) 225-4945","pbforeman@rma.esc2.net","SALLY IRVINE   ","'09-12","257"
"EL PASO COUNTY","PASO DEL NORTE ACADEMY CHARTER DISTRICT","EL PASO","PASO DEL NORTE ACADEMY-MESA CHARTER H S","711 N MESA","EL PASO","TX","79902-3127","(915) 532-7216","(915) 532-2251","pdna001@sapicsc.org","MARIA I BAQUERA   ","'09-12","204"
"EL PASO COUNTY","PASO DEL NORTE ACADEMY CHARTER DISTRICT","EL PASO","PASEO DEL NORTE ACADEMY-VISTA DEL SOL CHARTER HIGH","1599 GEORGE DIETER DR","EL PASO","TX","79936","(915) 298-3637","(915) 298-3644","pdna002@sapicsc.org","BARBARA TROUSDALE   ","'09-12","171"
"HARRIS COUNTY","HOUSTON GATEWAY ACADEMY INC","HOUSTON","HOUSTON GATEWAY ACADEMY","3400 EVERGREEN DR","HOUSTON","TX","77087","(713) 649-2706","(713) 649-8165","penningf@hgaschools.org","MR FRANSICO PENNING   ","'PK-12","483"
"HARRIS COUNTY","HOUSTON ISD","HOUSTON","EASTWOOD ACADEMY","1315 DUMBLE","HOUSTON","TX","77023-1902","(713) 924-1697","(713) 923-3157","PFENDLEY@houstonisd.org","MS PAULA K FENDLEY   ","'09-12","359"
"DALLAS COUNTY","UPLIFT EDUCATION - NORTH HILLS PREPARATORY","IRVING","UPLIFT EDUCATION-NORTH HILLS PREP MIDDLE","606 E ROYAL LN","IRVING","TX","75039-3503","(972) 501-0645","(972) 501-9439","pfulce@uplifteducation.org","MR PAUL FULCE   ","'06-08","434"
"HARRIS COUNTY","YES PREP PUBLIC SCHOOLS INC","HOUSTON","YES PREP - SOUTHEAST CAMPUS","353 CRENSHAW","HOUSTON","TX","77034","(713) 967-9400","(713) 910-2350","Philip.wright@yesprep.org","MR PHILIP WRIGHT   ","'06-12","821"
"HUNT COUNTY","PHOENIX CHARTER SCHOOL","GREENVILLE","THE PHOENIX CHARTER SCHOOL","8501 JACK FINNEY BLVD","GREENVILLE","TX","75402","(903) 454-7153","(903) 454-7806","phoenix@phoenixschool.net","VICKIE GLASSCOCK   ","'PK-12","547"
"JEFFERSON COUNTY","TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL","PORT ARTHUR","TEKOA ACADEMY OF ACCELERATED STUDIES","326 THOMAS BLVD","PORT ARTHUR","TX","77640","(409) 982-5400","(409) 982-8498","prichardson@tekoacharterschool.org","    ","'09-12","65"
"JEFFERSON COUNTY","TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL","PORT ARTHUR","TEKOA ACADEMY OF ACCELERATED STUDIES","326 THOMAS BLVD","PORT ARTHUR","TX","77640","(409) 982-5400","(409) 982-8498","prichardson@tekoacharterschool.org","    ","'06-08","56"
"JEFFERSON COUNTY","TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL","PORT ARTHUR","TEKOA ACADEMY OF ACCELERATED STUDIES","326 THOMAS BLVD","PORT ARTHUR","TX","77640","(409) 982-5400","(409) 982-8498","prichardson@tekoacharterschool.org","    ","'PK-05","298"
"JEFFERSON COUNTY","TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL","PORT ARTHUR","TEKOA ACADEMY OF ACCELERATED STUDIES - ORANGE","326 THOMAS BLVD","PORT ARTHUR","TX","77640","(409) 982-5400","(409) 982-9711","prichardson@tekoacharterschool.org","DR PAULA RICHARDSON   ","'KG-05","74"
"DALLAS COUNTY","DALLAS COUNTY JUVENILE JUSTICE","DALLAS","LETOT CAMPUS","10505 DENTON DR","DALLAS","TX","75220","(214) 956-2036","(214) 698-2228","prochon@dallascounty.org","PATRICIA ROCHON   ","'03-12","25"
"BEXAR COUNTY","SCHOOL OF EXCELLENCE IN EDUCATION","SAN ANTONIO","DR DAVID C WALKER INT","1826 BASSE RD","SAN ANTONIO","TX","78213","(210) 431-9881","(210) 253-2198","ptankerson@excellence-sa.org","PAMELA TANKERSON   ","'PK 04-06","167"
"HARRIS COUNTY","PROMISE COMMUNITY SCHOOL","BELLAIRE","HARBACH-RIPLEY CHARTER SCHOOL","4500 BISSONNET STE 200","BELLAIRE","TX","77401-3113","(713) 669-5202","(713) 669-5236","ptorres@neighborhood-centers.org","CECILIA RANDALL   ","'EE-05","114"
"HARRIS COUNTY","PROMISE COMMUNITY SCHOOL","BELLAIRE","BAKER-RIPLEY CHARTER SCHOOL","4500 BISSONNET STE 200","BELLAIRE","TX","77401-3113","(713) 669-5202","(713) 669-5236","ptorres@neighborhood-centers.org","    ","'KG-05","145"
"DALLAS COUNTY","UPLIFT EDUCATION - HAMPTON PREPARATORY","IRVING","UPLIFT EDUCATION-HAMPTON PREP MIDDLE","606 E ROYAL LN","IRVING","TX","75039","(972) 421-1982","(972) 421-1986","rashley@uplifteducation.org","ROXANNE ASHLEY   ","'06-08","290"
"GALVESTON COUNTY","CLEAR CREEK ISD","LEAGUE CITY","CLEAR VIEW EDUCATION CENTER","400 S WALNUT","WEBSTER","TX","77598","(281) 284-1500","(281) 284-1505","rbayard@ccisd.net","MR ROBERT BRANCH   ","'06-12","206"
"GALVESTON COUNTY","CLEAR CREEK ISD","LEAGUE CITY","CLEAR HORIZONS EARLY COLLEGE H S","13735 BEAMER RD BOX 613","HOUSTON","TX","77089-6099","(281) 929-4657","(281) 284-9960","rbayard@ccisd.net","DR JENNIFER MORROW   ","'09-12","361"
"DALLAS COUNTY","LEGACY PREPARATORY","DALLAS","LEGACY PREPARATORY","8510 MILITARY PKWY","DALLAS","TX","75227","(214) 680-8869","(972) 329-1665","rb-good@goodtx.com","    ","'KG-12","0"
"VAN ZANDT COUNTY","RANCH ACADEMY","CANTON","RANCH ACADEMY","3120 VZCR 2318","CANTON","TX","75103","(903) 479-3601","(903) 479-1161","rboardman@ranchacademy.esc7.net","RICHARD BOARDMAN   ","'06-12","58"
"VAN ZANDT COUNTY","RANCH ACADEMY","CANTON","RANCH ACADEMY - TYLER CAMPUS","3120 VZCR 2318","CANTON","TX","75103","(903) 479-3601","(903) 479-1161","rboardman@ranchacademy.esc7.net","SCOTT MOSS   ","'01-12","38"
"PANOLA COUNTY","PANOLA CHARTER SCHOOL","CARTHAGE","TEXAS EARLY COLLEGE H S","2400 E END BLVD S","MARSHALL","TX","75672","(903) 935-4109","(903) 935-4067","rbruce@panolacharterschool.net","ROBERT BRUCE   ","'08-12","67"
"TAYLOR COUNTY","TEXAS COLLEGE PREPARATORY ACADEMIES","LEWISVILLE","CLAY ACADEMY","P O BOX 292730","LEWISVILLE","TX","75029","(214) 467-4143","(214) 467-4066","rdavison@responsiveed.com","PATRICK WINFIELD II   ","'PK-12","282"
"HARRIS COUNTY","RICHARD MILBURN ACADEMY (SUBURBAN HOUSTON)","MCQUEENEY","RICHARD MILBURN ACADEMY - SUBURBAN HOUSTON","500 CENTURY PLAZA DR STE 140","HOUSTON","TX","77073","(281) 209-3505","(281) 209-9475","rellingtn@rma-tx.org","MS REBECCA ELLINGTON   ","'09-12","202"
"WILLIAMSON COUNTY","MERIDIAN WORLD SCHOOL LLC","ROUND ROCK","MERIDIAN WORLD SCHOOL LLC","2555 N I-H 35 #100","ROUND ROCK","TX","78664","(512) 660-5230","(512) 660-5231","rfernandez@mwschool.org","    ","'KG-12","0"
"BEXAR COUNTY","SAN ANTONIO ISD","SAN ANTONIO","RHODES MIDDLE","3000 TAMPICO ST","SAN ANTONIO","TX","78207-6498","(210) 978-7925","(210) 433-7299","rhodesms@saisd.net","MR EDWARD GARCIA   ","'06-08","744"
"BELL COUNTY","ORENDA CHARTER SCHOOL","GEORGETOWN","WILLIAMS HOUSE","P O BOX 336","LOMETA","TX","76853","(512) 752-3952","(512) 452-3883","richard.rickey@orendaeducation.org","KATHLEEN MOORE   ","'KG-12","29"
"BELL COUNTY","ORENDA CHARTER SCHOOL","GEORGETOWN","CANYON LAKES","2402 CANYON LAKES DR","LUBBOCK","TX","79415","(806) 762-5782","(806) 762-0838","richard.rickey@orendaeducation.org","MARK MARTIN   ","'KG-12","27"
"DALLAS COUNTY","LA ACADEMIA DE ESTRELLAS","DALLAS","LA ACADEMIA DE ESTRELLAS - KIEST BOULEVARD CAMPUS","111 S BECKLEY AVE","DALLAS","TX","75203","(214) 946-8908","(214) 946-8777","richard.tuck@academiadeestrellas.org","KEMLYN STEPHENS   ","'KG-08","0"
"LUBBOCK COUNTY","RISE ACADEMY","LUBBOCK","RISE ACADEMY","P O BOX 2837","LUBBOCK","TX","78408","(806) 744-0430","(832) 201-7088","rise.academy@instruction.com","RICHARD BAUMGARTNER   ","'PK-08","205"
"BEXAR COUNTY","SAN ANTONIO ISD","SAN ANTONIO","RIVERSIDE PARK EL","202 SCHOOL ST","SAN ANTONIO","TX","78210-3940","(210) 534-6951","(210) 534-6987","riversideparkel@saisd.net","HOMER RIVERA   ","'EE-05","476"
"BELL COUNTY","TEMPLE EDUCATION CENTER","LITTLE ELM","TEMPLE EDUCATION CENTER","1400 E AVE B","TEMPLE","TX","76502","(254) 778-8682","(254) 778-8690","rkosburn@yahoo.com","MS ROBIN OSBURN   ","'PK-12","165"
"HARRIS COUNTY","ZOE LEARNING ACADEMY","HOUSTON","ZOE LEARNING ACADEMY","6701 CULLEN BLVD","HOUSTON","TX","77021","(713) 748-4228","(713) 748-7833","rletheridge2@sbcglobal.net","MARTINA EDEBOR   ","'PK-06","330"
"HARRIS COUNTY","ZOE LEARNING ACADEMY","HOUSTON","ZOE LEARNING ACAD - AMBASSADOR CAMPUS","6701 CULLEN BLVD","HOUSTON","TX","77021","(872) 296-3335","(817) 531-6310","rletheridge2@sbcglobal.net","MS CHARLES POLK   ","'PK-06","214"
"TARRANT COUNTY","RICHARD MILBURN ACADEMY (FORT WORTH)","MCQUEENEY","RICHARD MILBURN ACADEMY - FORT WORTH","6777 CAMP BOWIE BLVD STE 300","FORT WORTH","TX","76116-7155","(817) 731-7627","(817) 731-7628","Rmaftw7628@sbcglobal.net","ARMARD ANDERSON   ","'09-12","173"
"DALLAS COUNTY","UPLIFT EDUCATION - PEAK PREPARATORY","IRVING","UPLIFT EDUCATION-PEAK PREP MIDDLE","606 E ROYAL LN","IRVING","TX","75039","(214) 276-5200","(214) 276-4207","rmcelroy@uplifteducation.org","    ","'06-08","335"
"DALLAS COUNTY","UPLIFT EDUCATION - PEAK PREPARATORY","IRVING","UPLIFT EDUCATION-PEAK PREP H S","606 E ROYAL LN","IRVING","TX","75039","(214) 821-7325","(214) 370-3972","rmcelroy@uplifteducation.org","    ","'09-12","250"
"HARRIS COUNTY","SOUTHWEST SCHOOL","HOUSTON","SOUTHWEST H S","6400 SOUTHWEST FWY STE S","HOUSTON","TX","77074","(713) 954-9528","(713) 953-0119","rmercadogarza@swschools.org","ROSALINDA MERCARDO-GARZA   ","'09-12","238"
"HARRIS COUNTY","SOUTHWEST SCHOOL","HOUSTON","SOUTHWEST MIDDLE SCH","6400 SOUTHWEST FWY STE S","HOUSTON","TX","77074","(713) 954-9528","(713) 953-0119","rmercadogarza@swschools.org","ROSALINDA MERCADO-GARZA   ","'06-08","119"
"HARRIS COUNTY","HOUSTON HEIGHTS HIGH SCHOOL","HOUSTON","HOUSTON HEIGHTS CHARTER SCHOOL","1125 LAWRENCE DR","HOUSTON","TX","77008","(713) 868-9797","(713) 868-9750","rmik@heightshs.org","RICHARD MIK   ","'09-12","200"
"ERATH COUNTY","PREMIER HIGH SCHOOLS","LEWISVILLE","PREMIER H S OF HUNTSVILLE","P O BOX 292730","LEWISVILLE","TX","75029","(936) 439-5204","(936) 293-8096","rmoore@responsiveed.com","    ","'06-12","0"
"KENDALL COUNTY","MEADOWLAND CHARTER SCHOOL","BOERNE","MEADOWLAND CHARTER SCHOOL","P O BOX 2266","BOERNE","TX","78006","(210) 340-8077","(210) 340-2232","rmya@rmya.org","STACI WEAVER   ","'07-12","48"
"HARRIS COUNTY","CALVIN NELMS CHARTER SCHOOLS","KATY","CALVIN NELMS HIGH SCHOOL","20625 CLAY RD","KATY","TX","77449","(281) 398-8031","(281) 398-8032","rnelms@etchs.net","MR VINCENTE FUENTEZ   ","'09-12","156"
"HARRIS COUNTY","CALVIN NELMS CHARTER SCHOOLS","KATY","CALVIN NELMS - NORTHWEST","20625 CLAY RD","KATY","TX","77449","(979) 826-8302","(979) 826-2135","rnelms@mail.cnchs.net","ROBERT GUERCIO   ","'KG-12","53"
"HIDALGO COUNTY","IDEA PUBLIC SCHOOLS","WESLACO","IDEA FRONTIER ACADEMY","2800 S DAKOTA AVE","BROWNSVILLE","TX","78521","(956) 541-2002","(956) 541-5561","roberta.harris@ideapublicschools.org","ROBERTA HARRIS   ","'KG-05","580"
"TRAVIS COUNTY","EDEN PARK ACADEMY","AUSTIN","EDEN PARK ACADEMY","6215 MANCHACA RD BLDG D","AUSTIN","TX","78745","(512) 383-0613","(512) 383-0665","robinson_epa@hotmail.com","LISA N ROBINSON   ","'EE-12","232"
"HARRIS COUNTY","RAUL YZAGUIRRE SCHOOL FOR SUCCESS","HOUSTON","RAUL YZAGUIRRE SCHOOL FOR SUCCESS","2950 BROADWAY","HOUSTON","TX","77017-6699","(713) 649-6201","(713) 641-1853","rodriguez.c@tccc-ryss.org","MR CARLOS RODRIGUEZ   ","'09-12","282"
"HIDALGO COUNTY","IDEA PUBLIC SCHOOLS","WESLACO","IDEA FRONTIER COLLEGE PREPARATORY","2800 S DAKOTA AVE","BROWNSVILLE","TX","78521","(956) 541-2002","(956) 541-5561","rolando.posada@ideapublicschools.org","ROLANDO POSADA   ","'06-12","636"
"DALLAS COUNTY","WINFREE ACADEMY CHARTER SCHOOLS","IRVING","WINFREE ACADEMY CHARTER SCHOOL (RICHARDSON)","6221 RIVERSIDE DR STE 110","IRVING","TX","75039","(972) 234-9855","(972) 234-9975","rpanter@wacsd.com","MR RICK PANTER   ","'09-12","296"
"HARRIS COUNTY","BAY AREA CHARTER INC","LEAGUE CITY","ED WHITE MEMORIAL HIGH SCHOOL","P O BOX 2126","LEAGUE CITY","TX","77574","(281) 316-0001","(281) 316-0018","rperez@bayareacharter.com","DR ROSALIND PEREZ   ","'09-12","78"
"HARRIS COUNTY","BAY AREA CHARTER INC","LEAGUE CITY","BAY AREA CHARTER MIDDLE","P O BOX 2126","LEAGUE CITY","TX","77573","(281) 316-0001","(281) 316-0018","rperez@bayareacharter.com","DR ROSALIND PEREZ   ","'06-08","40"
"HARRIS COUNTY","BAY AREA CHARTER INC","LEAGUE CITY","BAY AREA CHARTER ELEMENTARY SCHOOL","2600 HUMBLE","EL LAGO","TX","77586","(281) 326-4555","(281) 326-4888","rperez@bayareacharter.com","KRIS WESSALE   ","'PK-05","249"
"BEXAR COUNTY","JOHN H WOOD JR PUBLIC CHARTER DISTRICT","SAN ANTONIO","ROCKDALE","696 N FM 487","ROCKDALE","TX","76567","(210) 638-5700","(210) 638-5775","rpuente@jhwoodcharterschool.com","RAYMON PUENTE   ","'04-12","58"
"ERATH COUNTY","PREMIER HIGH SCHOOLS","LEWISVILLE","PREMIER H S OF NEW BRAUNFELS","P O BOX 292730","LEWISVILLE","TX","75029","(830) 609-6606","(866) 319-4382","rramirez@responsiveed.com","    ","'06-12","0"
"HARRIS COUNTY","HOUSTON ISD","HOUSTON","MOUNT CARMEL ACADEMY","7155 ASHBURN ST","HOUSTON","TX","77061-2611","(713) 643-2008","(713) 645-0078","rtakacs@houstonisd.org","ROD TAKACS   ","'09-12","303"
"HIDALGO COUNTY","INFORMATION REFERRAL RESOURCE ASSISTANCE INC","MCALLEN","IRRA INC WESLACO CENTER","P O BOX 164","MCALLEN","TX","78504-0164","(956) 969-2600","(956) 969-1191","rvela@irra.org","RAMIRO VELA   ","'PK-03 09-12","133"
"HARRIS COUNTY","HOUSTON ISD","HOUSTON","HOPE ACADEMY CHARTER SCHOOL","3015 N MACGREGOR WAY","HOUSTON","TX","77004-7628","(832) 217-3240","(832) 217-3272","rwhitley@houstonisd.org","MR RAYMOND WHITLEY JR   ","'09-12","189"
"HARRIS COUNTY","PROMISE COMMUNITY SCHOOL","BELLAIRE","NEW NEIGHBOR CAMPUS","4500 BISSONNET STE 200","BELLAIRE","TX","77401-3113","(713) 669-5361","(713) 669-5295","rwoodfork@neighborhood-centers.org","    ","'PK-05","0"
"DALLAS COUNTY","UPLIFT EDUCATION - NORTH HILLS PREPARATORY","IRVING","UPLIFT EDUCATION-NORTH HILLS PREP H S","606 E ROYAL LN","IRVING","TX","75039","(972) 501-0645","(972) 501-9439","ryoung@uplifteducation.org","RICHARD YOUNG   ","'09-12","409"
"ERATH COUNTY","PREMIER HIGH SCHOOLS","LEWISVILLE","PREMIER H S OF PHARR","P O BOX 292730","LEWISVILLE","TX","75029","(956) 781-8800","(956) 781-7464","rzamora@responsiveed.com","    ","'06-12","0"
