"District","School Code","School Name","Principal","Address","City","State","Zip","Phone","Fax","Email","Grade Levels","Total Students"
"SEMINOLE","9233","GALILEO SCHOOL FOR GIFTED LEARNING","MICHELE GILL","2251 JITWAY","SANFORD","FL","32771","(407) 823-1771",,"mgill@galileogiftedschool.org","K-5 ","146"
"SEMINOLE","9228","UCP SEMINOLE CHILD DEVELOPMENT","ILENE WILKINS","3590 N. Hwy. 17-92 Ste. 1038","Lake Mary","FL","32746-4510","(407) 852-3333",,"iwilkins@ucpcfl.org","PK-1 ","50"
"ST. JOHNS","11","ACADEMY FOR BUSINESS AND LEADERSHIP EDUCATION","SCOTT BEEBE","7 WILLIAMS ST","ST. AUGUSTINE","FL","32084-2878","(904) 824-6510","(904) 794-4119",,"5-8 ","135"
"ST. JOHNS","72","ST. JOHNS COMMUNITY CAMPUS","LYNNE FUNCHEON","62 CUNA ST","ST. AUGUSTINE","FL","32084-3684","(904) 687-9186",,"lynne@arcsj.org","9-12 ","12"
"ST. JOHNS","71","THERAPEUTIC LEARNING CENTER","PAULETTE HUDSON","2101 ARC Dr.","ST AUGUSTINE","FL","32084","(904) 824-8932","(904) 824-8063",,"PREK-12 ","13"
"ST. LUCIE","703","NAU CHARTER SCHOOL","MARY KARNETSKY","4402 SW Yamada Drive","Port St Lucie","FL","34953","(772) 237-8600","(772) 237-8620","mary.karnetsky@imagineschools.com","K-8 ","695"
"ST. LUCIE","711","RENAISSANCE CHARTER SCHOOL OF ST. LUCIE","RACHEL WINDLER-FREITAG","300 NW Cashmere Blvd","Port St Lucie","FL","34986","(772) 344-5982","(772) 344-5985","rwindlerfreitag@stluciecharter.org","PREK-8 ","1365"
"SUMTER","2001","VILLAGES CHARTER SCHOOL","RANDY MCDANIEL","251 BUFFALO TRAIL","THE VILLAGES","FL","32162-7176","(352) 259-2350","(352) 259-3850","Randy.McDaniel@TheVillagesCharterSchool.org","PREK-12 ","2262"
"VOLUSIA","7961","BOSTON AVENUE CHARTER SCHOOL","DOUG JACKSON","340 N BOSTON AVENUE","DELAND","FL","32724","(386) 734-5617","(386) 734-5617",,"K-5 ","302"
"VOLUSIA","7631","BURNS SCIENCE AND TECHNOLOGY CHARTER SCHOOL","JANET MCGEE","160 RIDGE RD","OAK HILL","FL","32759-9773","(386) 210-4915","(386) 210-4922",,"K-8 ","282"
"VOLUSIA","9895","EASTER SEALS CHILD DEVELOPMENT CENTER, DAYTONA BEACH","KRISTA BARRINGER","1219 DUNN AVE","DAYTONA BEACH","FL","32120","(386) 255-4568","(386) 258-7677",,"PREK ","50"
"VOLUSIA","7621","IVY HAWN CHARTER SCHOOL OF THE ARTS","CAROL KELLEY","565 S LAKEVIEW DR","LAKE HELEN","FL","32744","(386) 228-3900","(386) 228-3901","ivyhawnschool.com","K-8 ","296"
"VOLUSIA","7641","READING STAR ACADEMY OF EXCELLENCE","PAULETTE CROSBY","2700 ENTERPRISE RD","ORANGE CITY","FL","32763-8312","(386) 775-3856","(386) 675-1585","paulettecrosby@yahoo.com","K-5 ","120"
"VOLUSIA","7891","RICHARD MILBURN ACADEMY","SAMUEL SMITH","2400 S RIDGEWOOD AVE UNIT 20","DAYTONA BEACH","FL","32119-3073","(386) 304-0086","(386) 304-0087",,"9-12 ","347"
"VOLUSIA","7951","SAMSULA ACADEMY","PEGGY COMARDO","248 N SAMSULA DR","NEW SMYRNA","FL","32168","(386) 423-6650","(386) 423-6651","macomard@volusia.k12.fl.us","K-5 ","199"
"VOLUSIA","7841","THE CHILES ACADEMY","ANNE FERGUSON","3019 Willow Oak Dr","Edgewater","FL","32141","(386) 322-6102","(386) 258-4681",,"PREK, 6-12 ","180"
"VOLUSIA","6891","THE READING EDGE ACADEMY","MARGARET COMARDO","1745 S Voluisa Ave","Orange City","FL","32763","(386) 668-8911","(386) 668-8443",,"K-5 ","298"
"WAKULLA","5","WAKULLA COAST CHARTER SCHOOL OF ARTS SCIENCE & TECHNOLOGY","ALYSSA HIGGINS","48 SHELL ISLAND RD","ST MARKS","FL","32355-0000","(850) 925-6344","(850) 925-6396","alyssa.higgins@wcsb.us","PREK-8 ","154"
"WALTON","1114","CHAUTAUQUA LEARN AND SERVE AT THE ARC OF WALTON COUNTY","KIM LINAS","P O BOX 813","DEFUNIAK SPRINGS","FL","32435","(850) 892-7895",,"kimlonas52@gmail.com","12 ","6"
"WALTON","1110","SEASIDE NEIGHBORHOOD SCHOOL","CATHY BRUBAKER","10 Smolian Cr, PO Box 4610","Seaside","FL","32459","(850) 231-0396","(850) 231-4725","brubaker@seasideschool.net","6-8 ","117"
"WALTON","1111","WALTON ACADEMY, INC.","STEVE RUDER","389 DORSEY AVE","DEFUNIAK SPRINGS","FL","32435-3013","(850) 892-3999","(850) 892-7854","sruder@rader-inc.com","6-12 ","142"

